id,nom_article,code_barres,date_peremption,PAU,PVU,PVG,categorie_id
514,Victoria Mint (25 sachets),8901035053783,,375,500,,1
515,Gold bond thé au Ananas,,,0,500,,1
516,axe dark temptation,8717644256152,,0,1500,,1
517,axe black night,7791293034256,,0,1500,,1
518,fair play,6182000104200,,0,3000,,1
519,Al Fina Cha de Moringa,,,0,500,,1
520,Al final Tamarindo,,,0,500,,1
521,The noir indien diamant 200g,8901035058351,,0,1250,,1
522,Lipton yellow label Tea,,,0,600,,1
523,x5,3582960070301,,1750,2000,,1
524,Victoria indian tradional Tea(100 sachet),8901035049267,,0,1300,,1
525,Victoria thé noir traditionnel indien Tea(50 sachet),8901035055886,,550,700,,1
526,murkhalat 50ml,6291100431816,,0,2000,,1
527,Jameel Pure ceylon Tea (100 sachet),,,0,2250,,1
528,brave,8908002099560,,0,2000,,1
529,miss plum red,6181100537000,,0,700,,1
531,rapido,,,0,200,,1
532,fyko,6923543910039,,367,500,,1
533,brick game,,,0,2500,,1
534,uncle sam 5kgs,,,4300,5000,,1
535,riz basmati indian 5kg,,,0,5750,,1
536,thermos,,,7000,8000,,1
537,pinces,,,0,3500,,1
538,sport lovely doll,,,0,3500,,1
539,cerelac blé 400g,6033000082985,,1708,2000,,1
540,del vino 2l,3760134431985,,4500,5500,,1
541,xana apple juice,8413481040106,2022-11-18 00:00:00,1250,1500,,1
543,dafudian condom,6936111782174,2023-07-01 00:00:00,312.5,500,,1
544,shisha charbon,6291100731589,,250,500,,1
545,gel condom,6949116700029,,325,500,,1
546,chewing gum mentos peppermint,8935001705444,,166.6,300,,1
547,chewing gm mentos arctimint,8935001705406,,166.6,300,,1
548,chewing gum mentos orange,8935001705420,,166.6,300,,1
549,al fakher mint cream,6291100736799,,850,1000,,1
550,adaya love66,8681511386771,,1150,1500,,1
551,pastilles valda,6043000050167,,225,300,,1
552,saches bonnet rouge 20g,6186000208265,,12,100,,1
553,nestle milo poids 20g saches,6033000085245,,87,100,,1
554,6 mois cerelac saches poids 25g,6151100032232,,105,125,,1
555,nido saches nutriipak poids 12g,6033000085153,,82,100,,1
556,3 x gros enrgy,4102610508009,,541.6,700,,1
557,chateaux sangria forte,6186000087075,,292,350,,1
558,sangria don simon petite,8410261151014,,458,600,,1
559,chateaux de france sucre 500ml,6186000087655,,480,600,,1
560,peak yoghurt 318ml,6154000054403,,416.6,500,,1
561,peak yohurt strawberry 318ml,6154000054427,,416,500,,1
563,heineken original  bouteille 33ml,8712000030575,,562,750,,1
565,loco vodka 250ml,3760273510121,,375,600,,1
568,350citec no2  s n 350,,,328,350,,1
569,boisson planete coca 350ml,6034000252002,,133.33,200,,1
570,heineken canemettes 33ml,87120158,,500,600,,1
571,guinness foreign extra canmettes 33cl,5000213013120,,604,750,,1
572,faxe gros canmettes 500ml,5741000007624,,563,700,,1
573,royal menthe alcool de 42ml,6189110993236,,416.6,600,,1
574,nido saches 209,6033000085092,,127,150,,1
575,nido saches 26g,6033000086501,,170,200,,1
576,nescafe classic 25g saches,6181002010236,,312.5,350,,1
577,nesscafe 100g gros saches,6181002012650,,129.16,1350,,1
578,lait do lait entir en poudre,6034000361223,2022-11-24 00:00:00,0,0,,1
580,super max ak60,5013405646396,,78.12,100,,1
581,gillette bluell plus,3014260419707,,375,500,,1
582,labello classic care 48g 5.5ml,4005808366606,,625,900,,1
583,gillette siver blue,7702018480227,,208.3,400,,1
585,desperados original beer 33cl bouttielle,3155930006015,,729,1000,,1
586,little tres usa,76171109453,,416.6,700,,1
589,frutelli ananas 1litre,6253500771411,,750,1000,,1
590,frutelli multifruit 1litre,6253500771466,,750,1000,,1
591,frutelli cocktail 1litre,6253500771428,,750,1000,,1
592,jouer avion police city,,,3500,5000,,1
593,jouer avion carton helicopter,,,2500,4000,,1
594,jouer police moto fl,,,3000,4000,,1
596,jouer pour enfant block building,,,4000,5000,,1
598,jouer pour enfant construction,,,1500,2500,,1
599,jouer pour enfant docteur toy,,,1000,2000,,1
600,jouer pour enfant engneer,6969561630719,,1000,2000,,1
601,jouer pour enfant ultra juegos,,,1750,2500,,1
602,jouer hulk,,,3500,5000,,1
603,jouer pour enfant voiture luxurious,,,4000,6000,,1
607,pile hi watt,6901016938384,,150,300,,1
608,pile cr2016,6938181025014,,300,500,,1
609,pile cr2025,6938181025021,,300,500,,1
610,pile cr2032,6938181025038,,300,500,,1
611,pile alkaline lr6 aa 1.5v,6932620208099,,750,1000,,1
612,pile kodak aa2,887930952827,,500,700,,1
613,pilekodak aaa2,887930952872,,500,700,,1
614,pile kodak c2,887930952834,,1500,1700,,1
615,confo,6935068200137,,150,250,,1
616,lame rk,8904304581192,,75,100,,1
617,papa noel,,,250,400,,1
618,jouer pour enfant robot g300,,,3500,5000,,1
619,aluminum pour shisha,6090971200008,,500,800,,1
621,coton tige,6940337200886,,75,100,,1
622,arachide en bouteille petit,,,400,500,,1
623,arachide en bouteille gros,,,800,1000,,1
624,bierre castro 500ml,703290192379,,458,650,,1
625,vin amour moelleux rouge,3249381005441,,1458,2000,,1
626,vin mousseux grand versant,3760053777485,,1575,2500,,1
627,700cyclone energy 700F,9876054000321,,459,700,,1
628,couteaux de securiter,,,2500,3500,,1
629,gingembre en poudre 55313779,,,800,1000,,1
630,gingembre sechet mami,,,400,500,,1
631,gingembre en poudre sucre mami,,,800,1000,,1
632,gingembre en poudre mami,,,400,500,,1
633,piment en poudre mami de 1000,,,800,1000,,1
634,piment en poudre mami de 500,,,400,500,,1
635,jouer pour enfant water,,,1750,2250,,1
636,thermos,6945682590842,,6000,7500,,1
637,jouer metro pour enfant,,,3000,4000,,1
638,jouer couteaux pour enfant,,,750,1250,,1
639,jouer pour enfant arme,,,4000,5000,,1
640,jouer pour enfant arme,,,3000,4000,,1
641,jouer pour enfant voiture,,,750,1500,,1
642,jouer pour enfant dindon,,,750,1250,,1
643,jouer balloons,,,400,600,,1
644,jouer enfant avion cartoon plane,,,1500,2000,,1
645,jouer pour enfant voiture,,,300,500,,1
646,jouer pour enfant voiture,,,750,1000,,1
647,jouer guitar pour enfant,,,1500,2000,,1
648,jouer poisson  pour enfant,,,1000,1500,,1
649,jouer tamtam pour enfant,,,300,500,,1
650,jouer pour enfant car family,,,250,500,,1
651,jouer pour enfant moto,,,500,750,,1
652,jouer mananfounou,9071305380006,,700,1000,,1
653,shicosse,,,300,500,,1
654,poupe pour enfant shu yi baby,,,5500,6500,,1
655,poupe pour enfant grand funny doll,,,5500,6500,,1
656,poupe pour  enfant  sport,,,2500,3500,,1
657,pouper pour enfant,,,1000,2000,,1
658,pouper pour enfant baby,,,2000,3000,,1
659,kitt getable,,,3750,4500,,1
660,chocolate toren classic milky 260ml 200,8697439301604,,145.8,200,,1
661,chips kracks tomate 160g,8887290527026,,1178.5,1400,,1
662,chips kracks cheese 160g,8887290524025,,1178.5,1400,,1
663,chips kracks sour cream onion 160g,8887290522021,,1178,1400,,1
664,chips kracks cheese 45g,8887290524018,,541.66,700,,1
665,chips kracks original taste 45g,8887290521017,,541.6,700,,1
666,biscuit chinois,6923090105575,,375,600,,1
667,biscuit langue de chat 200g,3258561020372,,1250,1400,,1
668,biscuit sprits,8710418111213,,900,1100,,1
669,biscuit sales assortiment,3263853182010,,1500,1800,,1
670,biscuit alvita,6262910300104,,792,1000,,1
671,bonbon mix fruit,6036000107115,,375,500,,1
672,bonbon gingembre super gnamakou,9501101135482,,850,1000,,1
673,bonbon fanta candy,,,375,500,,1
674,bonbon coca candy 300g,,,375,500,,1
675,biscuit bless 16.5g,,,39.5,50,,1
676,biscuit lausanne en sachet 125g,8850309204904,,646,800,,1
677,biscuit petit beurre 200g,3258561020280,,1100,1250,,1
678,biscuit binto 150g,6194002510071,,490,600,,1
679,biscuit fourre 130g,6194002510064,,485.5,600,,1
680,biscuit soda cracker 248g,6943826700935,,610.5,750,,1
681,biscuit yopy davibia 150g,68822100011321,,399.5,500,,1
682,biscuit batonnet 100g,,,180,250,,1
683,biscuit perk,6033000301185,,80.5,100,,1
684,bonbon zoodo 400g,2362644252923,,625,650,,1
685,bonbon sprite candy,,,375,500,,1
686,bonbon tamarin 100g,,,850,1000,,1
687,biscuit regal,6181004110019,,197.9,250,,1
688,biscuit marie 75g,6181004100034,,110.5,150,,1
689,chips kracks sour cream onion 45g,8887290522014,,541.6,700,,1
690,biscuit lausanne en paquet 456g,8850309011236,,1275,1800,,1
691,biscuit creme delight,8904022909018,,375,500,,1
692,caramelo boum e100cl,5414145039637,,2000,2500,,1
693,1000achoura the vert 100%naturel superieur net,,1,wt 25g 1000F,925,,1000
694,125achoura the vert poids net,,1,25g 125F,93,,125
695,fanta saveur orange jouki 50cl,40822938,,316,400,,1
697,youki cocktail de  fruits 50cl,3700029411197,,291,400,,1
698,sprite citron citron vert 5.0 litre,54491069,,316,400,,1
699,youki tonic 50cl,3700029411111,,291,400,,1
700,youki moka cafe 50cl,3700029411135,,296,400,,1
701,fanta orange 30cl,90377235,,202,200,,1
702,sprite 30 cl,90377266,,202.5,250,,1
703,youki moka cafe 30cl,3700029400634,,169,250,,1
704,xxl enrgy 400 30cl brakina,9501100007636,,300,400,,1
705,2250lafi eau minerale gros naturelle burkina faso 1.5l 2250F,,,2100,2250,,1
706,chcoree leroux grains 100g 350,,,275,350,,1
707,eau de javel la croix 800ml,8718951096974,,750,1000,,1
708,eau de  javel aseptic 4l 8*,6186000021543,,2250,2500,,1
709,eau de javel aseptic 4l 12*,6186000021550,,2400,2750,,1
710,gresil helios 750ml,6182000114292,,750,1000,,1
711,jeux de lumiere water spray,,,7500,9000,,1
712,jeux de lumiere water dance magic ball light,,,6500,8000,,1
713,lave vitre oro multiusos 750ml,8410498801027,,900,1250,,1
714,lave vitres 1l,3263854175196,,1100,1300,,1
715,eau de javel madar 1l,6210290123769,,600,750,,1
716,eau de javel madar 250ml,6210290123714,,150,300,,1
717,savon liquide madar 750ml,6210290115764,,758,1000,,1
718,savon liquide madar 400ml,6210290115955,,450,600,,1
719,savon liquide helios 1l,6182000115541,,750,1000,,1
720,creme a recurer citron,3700311811407,,1100,1500,,1
721,eau de javel oni 1l,6111242751712,,550,750,,1
722,acide muriatique helios 1l,,,800,1000,,1
723,savon liquide aseptic 4l,6186000021468,,3000,3500,,1
724,savon liquide gel lavant aseptics,6186000021673,,600,800,,1
725,savon liquide gel lavant aseptics 350ml,6186000021307,,600,800,,1
726,savon liquide neo 500ml,764210926368,,800,1000,,1
727,omo saba 1kg,9555246312765,,1100,1300,,1
728,savon medi +,6181100533613,,750,1000,,1
729,omo madar 1kg,6210290111445,,1100,1300,,1
730,omo madar 500g,6210290111094,,550,750,,1
731,omo,6181001998795,,800,1000,,1
732,omo doffi 100g,6034000307610,,65,100,,1
734,choco pain 500g,6044000019017,,1000,1250,,1
735,dafani nectar de mangue 1l e,9504000004040,,900,1100,,1
736,fan,,,202.5,250,,1
737,don grcia tinto 1l.e,8410261031187,,875,1200,,1
738,kumpel super strong beer 500ml,5900535009842,,447,600,,1
739,kumpel ultra strong beer full and original taste 16% 750 500ml,5900535016536,,500,750,,1
740,"gody""s export 5""4% beer eo""33ml",4012440025334,,303,400,,1
741,kumpel super strong beer 10'5% e33ml,5900535009873,,302,400,,1
742,aya huile vegetable oil 5ltres,6186000195251,,5188,6000,,1
743,aya huile vegetale 3 litres,6186000195206,,3209,3750,,1
744,bony,,,0,0,,1
745,pm honey liqueur 750ml,8902147010329,,2291,3000,,1
746,"mangoustan""s rhum carte grise 42%",3014400009942,,2250,2750,,1
747,pm8 grain blended whisky 180ml 428%,8902147010947,,479,700,,1
748,sangria don simon 1litre 7%,8410261151106,,916.6,1200,,1
749,frutelli orange 1l,6253500771404,,750,1000,,1
753,3x enrgy 33cle,2310198120267,,365,500,,1
755,double seven 7,8423453904626,,521,700,,1
756,300idani yaourt saches 300F,,,250,300,,1
761,lafi l eau minerale naturelle du burkina faso 1.5l 500F,9504000105013,,350,500,,1
762,fanta maude orange gros 1.5litre 900F,5449000052926,,750,900,,1
763,"cocacola gros gout delicieux et rafraihissant 900F 1,5litre",5449000000439,,766,900,,1
764,don simon jus de raisin rouge 1l.eo%,8410261071114,,958,1200,,1
765,petite dafani cocktail 0.5l e,9504000004026,,529.1,600,,1
766,petite dafani cocktail mague orange 0.5l e,9504000004019,,542,600,,1
767,petite dafani nectar mangue 0.5l.e,9504000004002,,529.1,600,,1
768,pate abaantoothpaste 175g,6941352001298,,500,750,,1
769,beure de karite petite,,,300,400,,1
770,pate medicai 120 grs 4.2 oz,,,625,750,,1
773,pate vigor doctor anticaries herbal mint netwt,,1,100g,375,,500
774,pate  aloe  herbage crystal  55ml  original,6942640101089,,375,500,,1
775,"pate  herbal afrifresh protect net,150ge",6939727605806,,375,500,,1
776,pate closeup 12 hours bleu 125g,8934839121501,,667,750,,1
777,pate closup menthol  vert  140g,8934839121860,,584,750,,1
778,ninya vodka energy mix 19% 250ml e,9114500002004,,354,500,,1
779,pate  spearmint gros  net wt.145g,6901177200115,,333.3,500,,1
780,pate colgate herbal  140g,6920354817823,,583.3,750,,1
781,pate colgate maximum cavity protection 175g,8850006324431,,708,900,,1
782,pate oral-b gros 140g,5013965698811,,708.3,900,,1
783,pate closeup deep action red 140g,6151100130457,,560,750,,1
784,pate aloe vera conaete triple action 100% natural origin,6970998630098,,500,750,,1
785,pate spearmint petite  netwt.63g,6901177120208,,150,200,,1
786,pate fluocaril bl-fluore 250  100g,3422598000090,,1167,1500,,1
787,papier  de,6036000024207,,175,200,,1
788,sanitex,,,825,1500,,1
789,100 sanitex  mouchoirs,,,55,100,,1
790,mouchoirs lotus 6,,,343,400,,1
791,lotus 100F,,,57,100,,1
792,okay 100 33x33 cm detable,6181003006023,,521,700,,1
793,ayikoo 100 table serviette de  table 29x29cm,6939442610222,,333.3,500,,1
794,lotus 2rouleax depapier toilette,6181003000052,,375,500,,1
795,moltonel,6181003008720,,1500,1800,,1
796,chateaux de france sangria 250ml 11%,6186000087990,,234,300,,1
797,ira juis 320ml,3760120250019,,334,500,,1
798,pate colgate maximum cavity  protecton,8850006324424,,458.33,700,,1
799,lipton yellow label tea petite 600 25,6281006802681,,479.16,600,,1
800,lotus mouchoirs 100pcs,6181003002506,,450,600,,1
801,lotus mouchoirs faso 150 n1,,,550,750,,1
802,persavon savon de marseille 4x 200g,3700593603554,,1650,2000,,1
803,persavon savon de marseille,,,412.5,500,,1
804,mouchoirs blancs 150 pcs,,,533.33,750,,1
805,whytehall fire wisky 1litres 40%,8902146010313,,2333,3000,,1
807,vody vodka 18% 250ml,4102610508177,,459,600,,1
808,moutarde  broli 1kg gros,8718182021899,,1333.33,1500,,1
809,cachy 30 pcs,6928830823016,,1088,1400,,1
810,savon de beaute avovita 18m,6186000077700,,425,500,,1
811,savon de toilette victago medical250,,,175,250,,1
812,savon de beaute young          forever,6181100534429,,600,700,,1
813,savon citrolihgt clarifiant  de beaute 18mg,6181100532760,,600,700,,1
814,savon ivana de beaute gommant e190g,6182000108185,,500,600,,1
815,savon coco pulp 180g,6181100530360,,550,700,,1
816,savon dyby day men 17g,,,550,750,,1
818,savon perfect white 180g,6181100530414,,600,750,,1
819,savon clairmen 180g,6181100530193,,600,750,,1
820,savon babymed savon douceur 175g,6181100535204,,600,700,,1
821,savon de beaute clarifiant caro white  180g,6181100530094,,600,750,,1
822,savon citroclear exfoliating soal 190grs,6182000100080,,600,750,,1
823,savon big boss 200g,6186000389179,,550,700,,1
825,savon moringa savon de bobo dioulasso kanga 240g,,,350,500,,1
826,savon wondeful 100gx4,,,500,700,,1
827,savon madar,6210290021027,,202,250,,1
828,mixa bebe lait de toilette trs doux 250ml e,6186000422128,,1375,1750,,1
829,softcare sanitary pad,6033000410429,,385.4,500,,1
830,lait bridal petite milk 50cl,3155250003312,,667,800,,1
831,lait  bridel milk gros 1l,3428200323441,,1125,1300,,1
832,savon lux fraicheir tonique 175g,6181001999426,,437.5,500,,1
833,savon lux  175g,,,437.5,500,,1
834,savon lux 175g,6181001999402,,437.5,500,,1
835,achweppes agrumes 50cl,5449000174284,,394,500,,1
836,cocacola zero sucre 50cl,5449000131836,,316,400,,1
837,softcare 3-8kg 15,6033000410122,,1102,1300,,1
838,softcare 6-11kg 12,6033000410115,,1102,1300,,1
839,savon rexona 175g,6181001996661,,361.11,450,,1
840,savon rexona classic 175g,6181001998672,,361.11,450,,1
841,savon reoxna fresh 175g,6181001998665,,316.11,450,,1
843,savon lifebuoy total 10 175g,6033000298379,,347,400,,1
844,savon lifebuoy lemon fresh 175g,6033000298171,,347.22,400,,1
845,savon lifebuoy herbal 175g,6033000298416,,347,400,,1
846,savon tgre gros 200gr,8997015690864,,354.16,400,,1
847,savon sivoderm 230g,6181100325461,,650,750,,1
848,savon xmed papaya 200 gr,3393710002851,,354,500,,1
849,savon xmed sabao,8995200703559,,354,500,,1
850,paquerts de xmed 1600F,,,1416.8,1600,,1
851,savon protex hebal 150g,8693495045032,,381,500,,1
852,paquets protex hebal,,,416.6,2500,,1
853,savon protex classique 150g,8693495044998,,381,500,,1
854,savon santex medical 200g,8998866809849,,313,400,,1
855,paquets santex,,,383.33,2300,,1
856,santexpatite medical 90g,8998866809825,,185,200,,1
857,savon fanico gros 400g,6181001998528,,386,450,,1
858,savon b fgros marseille 580g,6181001042993,,614.45,700,,1
859,savon b f petite290g,6181001042979,,284.72,350,,1
861,aluminium foil 25sq.ft.(7x0.3m),6033000160072,,666.66,1000,,1
862,clng film 100sq.ft(30.4x0.3m),6033000160065,,666.66,1000,,1
863,ALUMINUM DIAMONO 75 SQ.FT 25 YDS X 12 /N 6.96M(225MX30.4CM,6987451216140,,833,1250,,1
864,ALUMINIUM 50METRES WIDTH,,1,300MM FOIL,1750,,2750
865,PLASTIC CUTLERI FOUSSAIT 50 PCS,6965236586978,,500,750,,1
866,faxe petite 10% 33ml,5741000137017,,406.25,500,,1
867,verre a cafe 80g,,,141.66,1250,,1
868,brosses colgate,6001067007289,,187.5,300,,1
869,pomma de corporelle 260g,,,800,1000,,1
870,pommade corporelle takali,,,650,850,,1
871,savon de toilette takali,,,400,500,,1
872,legend gros whisky 1000ml,8901053005917,,2500,3500,,1
873,legend whisky 750ml,8901053800475,,1792,2500,,1
875,plastic b l o w 50 p c s 350ml,6034000351347,,600,1000,,1
876,plastic fine cup 50 pieces,6033000161024,,800,1000,,1
877,plastic larty tme 100pieces,6033000160881,,650,1000,,1
878,plastic fine cup 50pieces petite,6033000161178,,300,500,,1
879,paper cups 8oz 250ml 50 pieces,,,1250,1750,,1
880,y f2'party plastic fork 100 pcs,6920140110008,,675,1000,,1
881,disposable bowl 10 pcs 9'coil bow{22cm),7503019013076,,1100,1750,,1
882,strong reusable round bowls 20 count-10,,1,(25cm}plastic plates,1100,,1750
883,atlantic 30 pcs plate,,,833.33,1750,,1
884,party time 9'x50 pcs plastic round plates,6033000161000,,1100,2000,,1
885,20 pcs disposable silver cullery fork spoon knife,6954278654851,,475,700,,1
886,patient care xl 10 pcs unisex 44,,1,x65(112cm-166cm),3500,,5000
887,collboy exclusive adult diaper m 10 pcs            25-47-(65-120cm),6923509387509,,3500,5000,,1
888,top cgoco pure cocoa  400 grs,6033000230959,,1459,1750,,1
889,oro moscas y mosquitos 1000 750 ml,8410498010238,,2125,2500,,1
890,oro double action 1000 750ml,8410498010689,,1542,1800,,1
891,soldat durable net contents,,1,600ml,1250,,1500
892,rambo insecticidee 300ml,5060148950099,,791.66,1000,,1
893,black e gold whisky 1litre 43%,8901591002065,,2166.66,2750,,1
894,oro petite 270  200  ml,8410498710244,,625,700,,1
895,oro mosquitoes  405 300ml,8410498000451,,875,1000,,1
896,oro monyenn 650  500ml,8410498051224,,1093,1300,,1
897,solda  net contents,,1,300ml,791.66,,1000
898,mosquito fatala pcs,6970439912004,,350,500,,1
899,super confu plant fiber mosquito coils net,,1,120g,200,,250
900,pure 100% rubbe band,,,150,300,,1
901,zero sucres  boite 33ml,5449000131805,,416,500,,1
902,perrier  0.75l,3179730010515,,980,1200,,1
903,1250legend premium whisky 375ml 1250F,,,895.38,1250,,1
904,storm energy 500ml,6033000340085,,270.83,500,,1
905,double seven 7 petite 33cl,8423453905913,,365,500,,1
906,dafani mango pineapple passion fruit cocktail 1litre,9504000004064,,891.66,1100,,1
907,dafani orange mango cocktail 1litre,9504000004057,,900,1100,,1
908,petite coca 30cl,90338052,,202,250,,1
909,power malt bouttielle,8361003579,,458,500,,1
910,4air cola excellent 250ml,6186666888818,,812,1000,,1
911,regal yaourt       boisson,6034000210422,,375,500,,1
912,red bull 250ml,9002490100070,,667,800,,1
914,energy uber 250 ml,8697459292395,,354,500,,1
915,kabisa spicy ginger 250ml,5906874145081,,479.16,600,,1
916,kabisa 100%real energy 250ml,5906874145005,,458,600,,1
917,realmix cranberry drink 250ml,9120060950402,,541.66,700,,1
918,225citec no1citec225F,,,197,225,,1
919,tamarind {310ml},8854419002405,,333,500,,1
920,euro malta 33ml,8436537522685,,333,500,,1
921,power,8361003449,,333.33,500,,1
922,malta guinness non  330ml,5010162000164,,333,500,,1
923,uno cocktail 33ml,6046000006073,,333.33,400,,1
924,fruittis mangue 330ml,8436537520582,,333.33,400,,1
925,sprite boite 33cl,5449000014535,,312,400,,1
926,caca boite 33ml,5449000000996,,333.33,400,,1
927,fanta boite 33ml,5449000011527,,312.5,400,,1
928,folomi tamarind 330ml,852272438803,,281.25,400,,1
929,folomi cocktail 33ml,8936020040509,,281.25,400,,1
930,folomi guava 330ml,272438800082,,281.25,400,,1
931,folomi soursop330ml,272438800143,,281.25,400,,1
932,folomi apple 330ml,8936020040455,,281.25,400,,1
933,bravo melone ananas,9008700124478,,1187,1400,,1
934,bienco savon,,,312.5,350,,1
935,350safna mima  24 morceaux faire le menage vite ey bien 350,,,306,350,,1
936,sardinelles brand 425g liza,6044000064079,,895.83,1000,,1
937,chocolate classic 90g,8691707552354,,250,900,,1
938,bon yaourt,00226-20975956,,600,700,,1
939,pabre petipoit 125cl,6930953011652,,175,200,,1
940,pabre yaourt au lait  frais de vache 05l,6930953011676,,550,700,,1
941,pabre  yaourt au lait  brais de vache non sucre,6930953011683,,550,700,,1
942,treme energy 330ml,4102610509013,,354.16,500,,1
943,maman coguillettes n.6 200g,6181100093292,,135,150,,1
944,vimto frut flavour drink 330ml,5010438007187,,313,500,,1
945,ananas kolly pineapple     drained weght,,1,565g,937.5,,1100
946,miel pure du gourma bidon 1000F,,,800,1000,,1
947,miel pure du gourma 2000F,,,1800,2000,,1
948,4max energy 50cl 600F,5906395587230,,458.33,600,,1
949,ener drink 25cl 500F,8436537520544,,333,500,,1
950,dudu mixed fruits 500ml,8869630601054,,417,500,,1
951,kalyppo anana 250ml,9501053210428,,135.41,200,,1
952,kaiyppo fruitimix,9501053210497,,135.41,200,,1
953,fruity 150F,6253500771237,,71,100,,1
954,pippo multifruit 125ml,6034000493412,,58.33,100,,1
955,pippo mango 125ml,6034000493405,,58.33,100,,1
956,toujour sucre  du vrai mangue 250ml,6034000269000,,150,200,,1
957,cocktail petite youki 30cl,3700029411104,,169.16,250,,1
958,babali petit bibon 500ml,3770010900016,,187,250,,1
959,duralex unie,3550190014303,,2583,2800,,1
960,vinut paquets de 24 pcs,8936121114949,,6750,7500,,1
961,sofresh mangue 1litre,6034000096644,,750,1000,,1
962,sofresh tropigal,6034000096361,,750,1000,,1
963,belle france nectar multifruits 1litre,3258561300399,,1375,1750,,1
964,nectar tropical,6191534802179,,916.66,1200,,1
965,nectar multivitamine,6191534802117,,916.66,1200,,1
966,boisson ou jus orange 1litre,6191534802094,,916.66,1200,,1
967,boissn ou jus  peche,6191534802124,,916.66,1200,,1
968,african legend 25cl,3503361640009,,312,400,,1
969,200SAVON NAFISATOU 200f,,,161,200,,1
970,bravo uva rossa red grape 1litre,9008700125154,,1167,1400,,1
971,citron cordial,,,750,1000,,1
972,sprite gros 1'5 litre,5449000234629,,750,900,,1
973,storm energy petite,6033000340689,,171,300,,1
974,trosson,,,250,400,,1
975,selvete,,,125,250,,1
976,saikirpa naphthalene ball,4712781553519,,300,500,,1
977,orgaz,8697435551379,,2000,2750,,1
978,venrt champagne,6942178901427,,4250,5500,,1
980,venrthi high quality glass pieces6 3000F,,,2125,3000,,1
981,venrt glassware,6991015815137,,1625,2500,,1
982,venrt green apple,,,2775,3500,,1
983,venrt tulipe 44164,8693357091696,,2750,4000,,1
984,signal pate 140g/93ml,8934839122058,,375,500,,1
985,basic 2 lepot a epices,680678187731,,750,2000,,1
986,saint ave,6181100227017,,375,500,,1
987,preeminenence 350ml,,,2000,2500,,1
988,casio,4971850134855,,3000,4000,,1
989,coffee warmer stainless steel,291103056981,,3750,4500,,1
990,potato chipper frittes base,,,3750,4250,,1
991,12 pieces cawa cups,,,2500,3000,,1
992,fine porcelain 12 pcs,,,3000,3750,,1
993,tv game,1866035277102,,4000,6000,,1
994,mingze 4 ways,,,1000,1500,,1
995,president 200g,3228022910023,,1472,1750,,1
996,rama  200g,6033000296153,,350,500,,1
997,25 paper straws  25pcs,8402001252587,,75,150,,1
998,chegore x12,,,500,900,,1
1000,epes pilsener beer 50cl,8690520019907,,500,700,,1
1001,monsavon eau lait 4200g,3181730272589,,2164.16,2400,,1
1002,monsavon 200g,3181730201398,,541,600,,1
1003,riz nafi,,,3200,3750,,1
1005,royal olive oil huile,46708899027,,1250,1500,,1
1006,el barara olive,6111184001135,,833,1000,,1
1007,kari beoute sph 190g 500F,6186000412105,,400,500,,1
1008,yellow label tea gros 200 grams,5410033853002,,2166,2400,,1
1009,yameel pure ceylon tea 100 gros,6291103010131,,1875,2250,,1
1010,sangria chateaux  forte 18%,6186000087129,,583.33,700,,1
1011,CRESPO GROS 430G,3076820004129,,1729,2000,,1
1012,CRESPO SACHES 125G,3076820007229,,493,600,,1
1013,TRIANON MAIS DOUX 300G 285G 425ML,3037542270087,,563,750,,1
1014,COUS COUS SIPA MOYEN POIDS NET,,1,500G,600,,750
1015,LESIEUR HUILE DE TOURNESOL 100% 1LITRE,3265474343009,,1445,1750,,1
1016,chateaux  de france grand vin table rouge 12%petite,6186000087945,,234,300,,1
1017,martens beer petite 16.2%,5411616004125,,396,500,,1
1018,martens gros beer 12.2%,5411616122645,,520,700,,1
1019,chateaux de france  500ml monyenn 12%vo.l,6186000087648,,479,600,,1
1020,camill alves vin rouge 1litre 11%vol.,5601239510442,,708.33,1000,,1
1021,chateaux de france 1000ml litre 12%vol.,6186000087969,,958,1200,,1
1022,bonnet  blue evaporated milk 169ge,8716200676182,,234.37,300,,1
1023,duracell gros 1250,5000394096011,,833.33,1250,,1
1024,condoms 144 pieces of,,,52.08,100,,1
1025,castillon de espana tinto 12%vol.  75cl,8410775500100,,1500,2000,,1
1026,randa cous cous 1lge,6194004641025,,750,1000,,1
1027,kabisa party 18%vodka energy,5906874145098,,520,700,,1
1028,beignets de crevettes                 180g,6926693900080,,275,350,,1
1029,chicoree leroux nature,3067140038567,,1875,2000,,1
1030,carte noire  bio organic 95g,8000070024014,,4166.66,5000,,1
1031,beef pate 400g,3434350004666,,958,1200,,1
1032,arise mackerel in tomate sauce 155g,6900300822132,,270,350,,1
1033,planet orange 350ml,6034000252033,,137,200,,1
1034,planet pomme 350ml,6034046253704,,137.5,200,,1
1035,planet coco 350ml,6034000253580,,137.5,200,,1
1036,planet tonic 350ml,6034000253856,,137.5,200,,1
1037,broli  luncheon meat beef 190g,8718182021905,,354.17,600,,1
1038,broli luncheon meat cbicken   190g,8718182021912,,354,600,,1
1039,el maha mortadelle de poulet chicken luncheon meat fiambre de frango 340g,5705251132511,,916.66,1200,,1
1040,sara food beef flavor luncheon meat halal 340g,7896041167443,,792,1000,,1
1041,djnny chiken luneheon meat 340g,6297000145815,,708.33,900,,1
